	batch_size	epoch	accuracy	loss	time
0	8	0	44.73	1.8467241429805756	47.37058210372925
1	8	1	57.47	1.3235811620235443	47.03137755393982
2	8	2	66.23	1.0513881296515464	47.01499819755554
3	8	3	69.42	0.8755027710044384	46.81339430809021
4	8	4	70.95	0.7582529481977225	46.8519070148468
5	8	5	73.78	0.6724999490875005	46.99895191192627
6	8	6	75.03999999999999	0.6033396414634585	47.148693799972534
7	8	7	77.03	0.5397699108375609	46.850523471832275
8	8	8	77.53999999999999	0.4826504283942282	46.65191578865051
9	8	9	79.17999999999999	0.43041933380834757	46.53806257247925
10	8	10	78.79	0.3839876647783071	46.37748336791992
11	8	11	78.92	0.33941539077199995	46.372901916503906
12	8	12	79.57	0.29750412958767264	46.88053798675537
13	8	13	79.52	0.26283800120323897	46.57357215881348
14	8	14	79.82000000000001	0.2271526552723907	46.146559715270996
15	8	15	79.33	0.19860773185051045	45.97937083244324
16	8	16	80.07	0.16988489712331445	46.01968312263489
17	8	17	80.08999999999999	0.14605742224154528	45.963523864746094
18	8	18	79.32000000000001	0.1259429428046802	46.151116132736206
19	8	19	79.80000000000001	0.10854966106865788	46.1258544921875
20	8	20	79.81	0.09195433782580309	46.32698035240173
21	8	21	80.13	0.07988882311063236	46.12611651420593
22	8	22	80.49	0.07620216417598538	46.043155908584595
23	8	23	79.79	0.06205198798154248	45.86064028739929
24	8	24	80.94	0.061685142808488455	45.90261960029602
25	8	25	80.58999999999999	0.052134047438984414	45.864795446395874
26	8	26	80.66	0.047349789172036395	46.03647017478943
27	8	27	80.99	0.04437191172386956	46.16661524772644
28	8	28	80.45	0.03670623088068838	45.996411085128784
29	8	29	80.83	0.038413463920394554	45.925113677978516
30	8	30	80.82000000000001	0.031011321870516476	46.05749034881592
31	8	31	80.78	0.028154929234848778	45.82017207145691
32	8	32	80.55	0.02853962953364462	46.463783502578735
33	8	33	81.07	0.026250244573269882	46.59115290641785
34	8	34	81.11	0.029020914665451345	46.59839177131653
35	8	35	81.17999999999999	0.02114274491885888	46.418760776519775
36	8	36	81.03	0.021669867482251175	46.24505162239075
37	8	37	80.77	0.022025854871681076	46.241190910339355
38	8	38	80.85	0.020023892309632325	46.123286962509155
39	8	39	80.54	0.019661599654303027	46.54922080039978
40	8	40	81.28999999999999	0.017715286490836188	46.76296329498291
41	8	41	80.60000000000001	0.01388984122491136	46.528613805770874
42	8	42	80.7	0.016574994286653717	46.62476348876953
43	8	43	80.9	0.015229587825856615	46.400447845458984
44	8	44	81.61	0.01353040028224299	46.60253381729126
45	8	45	81.3	0.015059515022094957	46.364256381988525
46	8	46	82.07	0.014956688697349509	46.35547637939453
47	8	47	80.92	0.013183948798159158	46.823240756988525
48	8	48	81.2	0.012431687947829919	46.50106906890869
49	8	49	80.58	0.013599017719140457	46.772292613983154
