	batch_size	epoch	accuracy	loss	time
0	512	0	10.040000000000001	2.3009954836903788	15.265010356903076
1	512	1	10.05	2.297128042396234	15.28236985206604
2	512	2	10.2	2.2931551057465223	15.225992679595947
3	512	3	10.489999999999998	2.2888606154188817	15.567414283752441
4	512	4	11.86	2.2840857116543516	15.98786187171936
5	512	5	12.91	2.2782660795717824	15.85341477394104
6	512	6	15.120000000000001	2.271716616591629	16.039060831069946
7	512	7	17.54	2.263379624911717	15.962538003921509
8	512	8	19.21	2.2524518188165157	15.938013315200806
9	512	9	21.85	2.239084942000253	16.151221990585327
10	512	10	23.68	2.2216988461358205	15.98490047454834
11	512	11	24.740000000000002	2.1996579364854463	15.944684743881226
12	512	12	25.6	2.1741417743721785	15.868759393692017
13	512	13	26.19	2.144896894085164	15.883204936981201
14	512	14	26.979999999999997	2.1145882265908376	15.995969772338867
15	512	15	27.99	2.0832350837941074	16.062379121780396
16	512	16	29.24	2.051301223891122	15.895995855331421
17	512	17	30.56	2.01854523712275	15.94546103477478
18	512	18	30.959999999999997	1.9835506032924264	15.885327816009521
19	512	19	32.04	1.9474626329480385	15.884885311126709
20	512	20	33.17	1.9119187909729627	15.906014919281006
21	512	21	34.25	1.876549916607993	15.963554620742798
22	512	22	35.260000000000005	1.842228288553199	15.850273370742798
23	512	23	35.980000000000004	1.8092331655171452	15.892951011657715
24	512	24	36.65	1.7779678909146055	15.837069034576416
25	512	25	37.29	1.751008545865818	15.860795497894287
26	512	26	37.93	1.7268956291432283	15.902605533599854
27	512	27	38.23	1.7029246493261687	15.8904869556427
28	512	28	38.53	1.6824538026537215	15.828250169754028
29	512	29	39.43	1.6632712787511397	15.834495782852173
30	512	30	39.89	1.6457888277209536	15.843963623046875
31	512	31	40.79	1.6281932227465572	15.87216329574585
32	512	32	40.400000000000006	1.609863103652487	15.848464250564575
33	512	33	41.77	1.5936354045965233	15.90442943572998
34	512	34	41.410000000000004	1.5784807497141313	15.86747932434082
35	512	35	42.21	1.561505879674639	15.905908346176147
36	512	36	42.809999999999995	1.5470737559454781	15.863116979598999
37	512	37	42.8	1.5297678441417462	15.864362001419067
38	512	38	44.16	1.5164715623369023	15.862763404846191
39	512	39	43.81	1.5033241121136411	15.865369081497192
40	512	40	44.86	1.4905800503127429	16.078739166259766
41	512	41	45.07	1.4785262321939274	15.848963737487793
42	512	42	45.06	1.4648131934963926	15.913019180297852
43	512	43	45.7	1.4534694418615224	15.869203567504883
44	512	44	46.489999999999995	1.440770904628598	15.820775032043457
45	512	45	46.7	1.4328327239776144	15.894630670547485
46	512	46	46.83	1.4215548671021754	15.892065048217773
47	512	47	47.349999999999994	1.411157137277175	15.84981894493103
48	512	48	47.73	1.400692071233477	15.885570287704468
49	512	49	48.46	1.389799801670775	15.85724401473999
50	512	50	49.120000000000005	1.3791328863221772	15.874950647354126
51	512	51	48.980000000000004	1.3680099115079762	15.969542503356934
52	512	52	49.34	1.3589237977047355	15.916844367980957
53	512	53	50.18	1.351881900612189	15.858511447906494
54	512	54	50.1	1.3425320581514009	15.911162853240967
55	512	55	50.39	1.3336671177221804	16.038888216018677
56	512	56	50.5	1.3241576041494096	15.846419095993042
57	512	57	50.8	1.31514245514967	15.90169358253479
58	512	58	51.339999999999996	1.307853997970114	15.855075120925903
59	512	59	51.449999999999996	1.2991240547627818	15.946935415267944
60	512	60	51.959999999999994	1.2910783084071413	15.871039152145386
61	512	61	52.2	1.283508980760769	15.899853944778442
62	512	62	52.35999999999999	1.2735946409556331	15.838189840316772
63	512	63	52.980000000000004	1.267161945907437	15.838153600692749
64	512	64	52.83	1.2593636902011172	15.841215372085571
65	512	65	53.21	1.2502282845730683	15.89487338066101
66	512	66	53.73	1.2419378915611579	16.035692930221558
67	512	67	54.26	1.2357348763212865	15.898678064346313
68	512	68	54.35	1.2261343196946748	16.02878713607788
69	512	69	54.269999999999996	1.220809424410061	15.89123797416687
70	512	70	54.83	1.2129884714982948	15.889425277709961
71	512	71	54.89000000000001	1.2054439150557226	16.026008367538452
72	512	72	55.37	1.1946779039441322	15.922178745269775
73	512	73	55.44	1.1887460849723037	15.928905487060547
74	512	74	55.85	1.1828529457656705	15.907261371612549
75	512	75	56.02	1.1719722346383699	15.877913475036621
76	512	76	56.65	1.164614467596521	15.915477514266968
77	512	77	56.82000000000001	1.1572951625804513	15.9325270652771
78	512	78	56.87	1.1506171007545627	16.0215585231781
79	512	79	57.58	1.1420900456759395	15.906938791275024
80	512	80	57.82000000000001	1.1354980602556346	15.864405155181885
81	512	81	58.56	1.1265192786041571	15.878545999526978
82	512	82	58.15	1.1175924186803856	15.875247240066528
83	512	83	59.0	1.1115566151482719	15.817976474761963
84	512	84	58.26	1.106989060129438	15.97659945487976
85	512	85	59.28	1.0943807436495412	15.855119466781616
86	512	86	59.17	1.092631355232122	15.864404678344727
87	512	87	59.650000000000006	1.0842540337114919	15.855199813842773
88	512	88	60.01	1.0746076429376796	15.852739334106445
