	batch_size	epoch	accuracy	loss	time
0	512	0	39.160000000000004	2.0059660235229804	15.560226202011108
1	512	1	43.79	1.5737593076667007	15.514156579971313
2	512	2	47.760000000000005	1.4717732412474496	15.687724590301514
3	512	3	58.32000000000001	1.1631407409298176	15.83217978477478
4	512	4	68.27	0.9587386998595023	16.039015769958496
5	512	5	70.66	0.8163853141726279	15.970787525177002
6	512	6	74.17	0.7008252977108469	16.016499280929565
7	512	7	72.0	0.6276546497734226	16.025374174118042
8	512	8	77.64	0.5490928936977776	16.07988715171814
9	512	9	79.61	0.4881234847161235	16.079086780548096
10	512	10	80.97	0.4263715677115382	16.08459448814392
11	512	11	79.84	0.3859601124208801	15.959090232849121
12	512	12	81.6	0.3272813528167958	15.987306833267212
13	512	13	81.11	0.2858422837999402	15.986406564712524
14	512	14	79.91	0.2519930249878338	16.011401414871216
15	512	15	79.83	0.2594326617462294	15.981028318405151
16	512	16	82.15	0.1748098379799298	15.965341567993164
17	512	17	83.03	0.15688980606441594	16.007139205932617
18	512	18	76.68	0.10555452283243744	16.13814616203308
19	512	19	82.67	0.08700357290098862	16.05609679222107
20	512	20	82.11	0.08645865119689582	16.05240774154663
21	512	21	83.81	0.047647884552728156	16.051013708114624
22	512	22	83.67999999999999	0.04464786890323977	16.006869316101074
23	512	23	84.04	0.03694329488718388	16.110761404037476
24	512	24	83.67999999999999	0.037616042695863515	16.03168749809265
25	512	25	20.0	0.514454547463137	16.124924659729004
26	512	26	82.54	0.5072482587123404	16.034602403640747
27	512	27	83.37	0.09074025418685407	16.166327476501465
28	512	28	79.88	0.042594662506361396	16.04946279525757
29	512	29	83.99	0.07089256736620957	16.166953325271606
30	512	30	84.07	0.04544329527309354	16.138602256774902
31	512	31	83.39	0.021628037997882585	16.141230583190918
32	512	32	14.38	0.8791834511841666	16.03786587715149
33	512	33	34.660000000000004	1.9522054292717759	16.08599591255188
34	512	34	43.51	1.6124712995120458	16.060832977294922
35	512	35	54.379999999999995	1.3477526003000688	16.118711948394775
36	512	36	77.05	0.8624602057495896	16.059513330459595
37	512	37	82.17	0.2707345059939793	16.122867345809937
38	512	38	82.89	0.12307679516320326	16.158345937728882
39	512	39	83.34	0.06964976606624466	16.118969917297363
40	512	40	83.2	0.047614547690110545	16.128406763076782
41	512	41	82.75	0.032460362308335544	16.151041984558105
42	512	42	83.2	0.02734674553253821	16.10276985168457
43	512	43	83.85000000000001	0.024610679786728352	16.092683792114258
44	512	44	83.24000000000001	0.024440541564087783	16.10497260093689
45	512	45	83.98	0.019321121536765476	16.142117023468018
46	512	46	83.8	0.01435852582727996	16.11469864845276
47	512	47	82.01	0.017898772990483106	16.094985723495483
48	512	48	84.38	0.014512812904063232	16.13833785057068
49	512	49	83.58	0.014063012700679958	16.123773097991943
50	512	50	83.44	0.01605946690613898	16.15147042274475
51	512	51	83.96000000000001	0.011855470468005051	16.106143712997437
52	512	52	83.55	0.01002378596767441	16.121790885925293
53	512	53	84.16	0.01325315012767607	16.0945463180542
54	512	54	10.0		15.620823860168457
55	512	55	10.0		14.783598899841309
56	512	56	10.0		14.741401433944702
57	512	57	10.0		14.825931310653687
58	512	58	10.0		14.843004941940308
59	512	59	10.0		14.815408945083618
60	512	60	10.0		14.907668590545654
61	512	61	10.0		14.83627200126648
62	512	62	10.0		14.840645551681519
63	512	63	10.0		14.840157985687256
64	512	64	10.0		14.843408107757568
65	512	65	10.0		14.891191244125366
66	512	66	10.0		14.808359146118164
67	512	67	10.0		14.844601154327393
68	512	68	10.0		14.828302383422852
69	512	69	10.0		14.85454535484314
