	batch_size	epoch	accuracy	loss	time
0	128	0	16.669999999999998	2.2952004332676568	16.55914807319641
1	128	1	22.15	2.272415196499251	16.577306509017944
2	128	2	26.56	2.2233604226270907	16.78115463256836
3	128	3	28.21	2.1267438440981423	16.85587739944458
4	128	4	30.97	2.0040697883766936	17.02727770805359
5	128	5	33.64	1.8796488586289193	16.929779767990112
6	128	6	35.709999999999994	1.7734769152863252	17.031981945037842
7	128	7	38.4	1.6992374265285404	17.060473918914795
8	128	8	40.160000000000004	1.643975394766044	16.97888207435608
9	128	9	41.53	1.5919455728872354	16.99491047859192
10	128	10	43.57	1.5475358533127535	16.937336444854736
11	128	11	45.0	1.501817630989777	17.00845980644226
12	128	12	46.44	1.4552293046356162	16.898979663848877
13	128	13	48.339999999999996	1.415020651219751	16.916179895401
14	128	14	50.07	1.3759807022026433	17.126328945159912
15	128	15	50.6	1.3387442244898022	16.932886123657227
16	128	16	52.300000000000004	1.3029982943059233	16.9465913772583
17	128	17	53.21	1.268821169043441	16.986436128616333
18	128	18	54.790000000000006	1.2377751649493147	16.903423309326172
19	128	19	56.28999999999999	1.2051758946055342	17.072678089141846
20	128	20	57.010000000000005	1.173535832053865	17.114532709121704
21	128	21	57.35	1.1447135531688895	17.10411310195923
22	128	22	59.099999999999994	1.114126817192263	17.00231122970581
23	128	23	59.89	1.0860701813112439	17.0443434715271
24	128	24	61.17	1.0572703582856355	17.015792846679688
25	128	25	61.83	1.0302306050839631	17.081647396087646
26	128	26	62.59	1.007004322145906	16.97653889656067
27	128	27	63.27	0.9832083742941737	16.98108696937561
28	128	28	64.29	0.9609765697013387	17.006336450576782
29	128	29	65.38000000000001	0.9371666611003144	16.864392518997192
30	128	30	65.7	0.9184922027161054	17.03209638595581
31	128	31	65.84	0.8939225371841275	16.945188283920288
32	128	32	66.58	0.8754184343625823	17.038612604141235
33	128	33	67.17999999999999	0.8605633910049868	17.027058124542236
34	128	34	67.80000000000001	0.8380595008125695	17.04289412498474
35	128	35	67.75999999999999	0.8178367293094431	17.023913860321045
36	128	36	69.0	0.8033298377490714	17.01557445526123
37	128	37	69.59	0.7853383333481792	17.06802988052368
38	128	38	69.5	0.7689706084063596	17.061583757400513
39	128	39	70.09	0.7545181175936824	17.019373893737793
40	128	40	70.19999999999999	0.7411441056014937	17.007474660873413
41	128	41	70.63000000000001	0.7235172810152058	16.985357522964478
42	128	42	70.55	0.7088248532294007	16.957563877105713
43	128	43	70.95	0.6996929761393905	16.930579662322998
44	128	44	71.09	0.6804479449758749	16.959653615951538
45	128	45	71.35000000000001	0.6710978768518209	16.970036506652832
46	128	46	71.0	0.6564089264101385	16.9284029006958
47	128	47	71.23	0.6417860945929652	16.913529872894287
48	128	48	71.86	0.6315488190297276	16.973968505859375
49	128	49	72.41	0.6166554625381899	16.95321559906006
50	128	50	72.49	0.6073395689125256	17.05704116821289
51	128	51	72.78	0.5925942772947004	16.90282893180847
52	128	52	72.0	0.5812763350698954	16.928831100463867
53	128	53	72.24000000000001	0.5700800355590517	16.895904779434204
54	128	54	72.78	0.5557821713902457	16.98435091972351
55	128	55	73.16	0.5453604642692429	16.944369554519653
56	128	56	73.13	0.5347539293186744	16.91793942451477
57	128	57	73.19	0.5233226312548304	16.927675008773804
58	128	58	73.41	0.508837593485937	16.940096616744995
59	128	59	73.31	0.5017374923924351	16.95734453201294
